humanRL_gym_ple/dqn_ple.py:131: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(m.weight)
Collecting experience...
Ep:  0 | Ep_r:  0.0 | Steps:  28 | Total Steps:  29 | Ep_Loss: 0.0000
Ep:  254 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6977 | Ep_Loss: 0.1701
Ep:  255 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6983 | Ep_Loss: 0.2488
Ep:  256 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6989 | Ep_Loss: 0.1969
Ep:  257 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6995 | Ep_Loss: 0.1618
Ep:  258 | Ep_r:  1.0 | Steps:  23 | Total Steps:  7019 | Ep_Loss: 0.8460
Ep:  259 | Ep_r:  1.0 | Steps:  14 | Total Steps:  7034 | Ep_Loss: 0.4790
Ep:  260 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7054 | Ep_Loss: 0.7838
Ep:  261 | Ep_r:  1.0 | Steps:  14 | Total Steps:  7069 | Ep_Loss: 0.5398
Ep:  262 | Ep_r:  1.0 | Steps:  13 | Total Steps:  7083 | Ep_Loss: 0.5180
Ep:  263 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7105 | Ep_Loss: 0.7645
Ep:  264 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7111 | Ep_Loss: 0.1779
Ep:  265 | Ep_r:  1.0 | Steps:  16 | Total Steps:  7128 | Ep_Loss: 0.5520
Ep:  266 | Ep_r:  0.0 | Steps:  12 | Total Steps:  7141 | Ep_Loss: 0.4398
Ep:  267 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7160 | Ep_Loss: 0.6295
Ep:  268 | Ep_r:  1.0 | Steps:  12 | Total Steps:  7173 | Ep_Loss: 0.4791
Ep:  269 | Ep_r:  1.0 | Steps:  25 | Total Steps:  7199 | Ep_Loss: 1.0117
Ep:  270 | Ep_r:  1.0 | Steps:  23 | Total Steps:  7223 | Ep_Loss: 0.7751
Ep:  271 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7245 | Ep_Loss: 0.7029
Ep:  272 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7267 | Ep_Loss: 0.7900
Ep:  273 | Ep_r:  1.0 | Steps:  29 | Total Steps:  7297 | Ep_Loss: 0.9729
Ep:  274 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7316 | Ep_Loss: 0.7156
Ep:  275 | Ep_r:  0.0 | Steps:  12 | Total Steps:  7329 | Ep_Loss: 0.5183
Ep:  276 | Ep_r:  1.0 | Steps:  24 | Total Steps:  7354 | Ep_Loss: 0.8835
Ep:  277 | Ep_r:  1.0 | Steps:  13 | Total Steps:  7368 | Ep_Loss: 0.5386
Ep:  278 | Ep_r:  1.0 | Steps:  22 | Total Steps:  7391 | Ep_Loss: 0.7907
Ep:  279 | Ep_r:  1.0 | Steps:  13 | Total Steps:  7405 | Ep_Loss: 0.4420
Ep:  280 | Ep_r:  1.0 | Steps:  20 | Total Steps:  7426 | Ep_Loss: 0.7511
Ep:  281 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7446 | Ep_Loss: 0.6995
Ep:  282 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7468 | Ep_Loss: 0.8693
Ep:  283 | Ep_r:  1.0 | Steps:  26 | Total Steps:  7495 | Ep_Loss: 1.0043
Ep:  284 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7514 | Ep_Loss: 0.7025
Ep:  285 | Ep_r:  1.0 | Steps:  28 | Total Steps:  7543 | Ep_Loss: 0.9412
Ep:  286 | Ep_r:  1.0 | Steps:  10 | Total Steps:  7554 | Ep_Loss: 0.4300
Ep:  287 | Ep_r:  1.0 | Steps:  15 | Total Steps:  7570 | Ep_Loss: 0.5886
Ep:  288 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7592 | Ep_Loss: 0.7076
Ep:  289 | Ep_r:  1.0 | Steps:  11 | Total Steps:  7604 | Ep_Loss: 0.4169
Ep:  290 | Ep_r:  1.0 | Steps:  13 | Total Steps:  7618 | Ep_Loss: 0.5640
Ep:  291 | Ep_r:  1.0 | Steps:  9 | Total Steps:  7628 | Ep_Loss: 0.3204
Ep:  292 | Ep_r:  1.0 | Steps:  10 | Total Steps:  7639 | Ep_Loss: 0.3750
Ep:  293 | Ep_r:  1.0 | Steps:  9 | Total Steps:  7649 | Ep_Loss: 0.3227
Ep:  294 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7655 | Ep_Loss: 0.1932
Ep:  295 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7677 | Ep_Loss: 0.7255
Ep:  296 | Ep_r:  1.0 | Steps:  15 | Total Steps:  7693 | Ep_Loss: 0.5803
Ep:  297 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7713 | Ep_Loss: 0.7776
Ep:  298 | Ep_r:  1.0 | Steps:  11 | Total Steps:  7725 | Ep_Loss: 0.3752
Ep:  299 | Ep_r:  1.0 | Steps:  9 | Total Steps:  7735 | Ep_Loss: 0.3607
Ep:  300 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7755 | Ep_Loss: 0.6852
Ep:  301 | Ep_r:  1.0 | Steps:  17 | Total Steps:  7773 | Ep_Loss: 0.6862
Ep:  302 | Ep_r:  0.0 | Steps:  12 | Total Steps:  7786 | Ep_Loss: 0.5110
Ep:  303 | Ep_r:  1.0 | Steps:  23 | Total Steps:  7810 | Ep_Loss: 0.8454
Ep:  304 | Ep_r:  1.0 | Steps:  12 | Total Steps:  7823 | Ep_Loss: 0.5233
Ep:  305 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7845 | Ep_Loss: 0.6834
Ep:  306 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7851 | Ep_Loss: 0.2174
Ep:  307 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7857 | Ep_Loss: 0.2332
Ep:  308 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7863 | Ep_Loss: 0.2192
Ep:  309 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7869 | Ep_Loss: 0.1892
Ep:  310 | Ep_r:  0.0 | Steps:  19 | Total Steps:  7889 | Ep_Loss: 0.7652
Ep:  311 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7895 | Ep_Loss: 0.2032
Ep:  312 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7917 | Ep_Loss: 0.7343
Ep:  313 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7923 | Ep_Loss: 0.2152
Ep:  314 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7929 | Ep_Loss: 0.2046
Ep:  315 | Ep_r:  0.0 | Steps:  25 | Total Steps:  7955 | Ep_Loss: 0.7564
Ep:  316 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7961 | Ep_Loss: 0.2533
Ep:  317 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7967 | Ep_Loss: 0.2287
Ep:  318 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7973 | Ep_Loss: 0.1773
Ep:  319 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7979 | Ep_Loss: 0.2023
Ep:  320 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7985 | Ep_Loss: 0.2423
Ep:  321 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7991 | Ep_Loss: 0.1803
Ep:  322 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8002 | Ep_Loss: 0.3781
Ep:  323 | Ep_r:  1.0 | Steps:  11 | Total Steps:  8014 | Ep_Loss: 0.4693
Ep:  324 | Ep_r:  1.0 | Steps:  13 | Total Steps:  8028 | Ep_Loss: 0.4630
Ep:  325 | Ep_r:  1.0 | Steps:  41 | Total Steps:  8070 | Ep_Loss: 1.3482
Ep:  326 | Ep_r:  1.0 | Steps:  9 | Total Steps:  8080 | Ep_Loss: 0.3340
Ep:  327 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8086 | Ep_Loss: 0.1883
Ep:  328 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8092 | Ep_Loss: 0.2380
Ep:  329 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8098 | Ep_Loss: 0.2116
Ep:  330 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8104 | Ep_Loss: 0.2096
Ep:  331 | Ep_r:  0.0 | Steps:  23 | Total Steps:  8128 | Ep_Loss: 0.9409
Ep:  332 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8134 | Ep_Loss: 0.2643
Ep:  333 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8140 | Ep_Loss: 0.1783
Ep:  334 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8146 | Ep_Loss: 0.2772
Ep:  335 | Ep_r:  1.0 | Steps:  8 | Total Steps:  8155 | Ep_Loss: 0.3390
Traceback (most recent call last):
  File "humanRL_gym_ple/dqn_ple.py", line 392, in <module>
    rollout(env, model, env_name)
  File "humanRL_gym_ple/dqn_ple.py", line 350, in rollout
    a, eps= model.choose_action(s)
  File "humanRL_gym_ple/dqn_ple.py", line 234, in choose_action
    actions_value = self.eval_net.forward(x)
  File "humanRL_gym_ple/dqn_ple.py", line 148, in forward
    return o
UnboundLocalError: local variable 'o' referenced before assignment
Ep:  336 | Ep_r:  1.0 | Steps:  20 | Total Steps:  8176 | Ep_Loss: 0.8538
torch.Size([1, 3, 10, 10])
