humanRL_gym_ple/dqn_ple.py:128: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(m.weight)
Collecting experience...
Ep:  0 | Ep_r:  1.0 | Steps:  25 | Total Steps:  26 | Ep_Loss: 0.0000
Ep:  257 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8136 | Ep_Loss: 0.3563
Ep:  258 | Ep_r:  1.0 | Steps:  9 | Total Steps:  8146 | Ep_Loss: 0.6256
Ep:  259 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8165 | Ep_Loss: 1.3215
Ep:  260 | Ep_r:  1.0 | Steps:  11 | Total Steps:  8177 | Ep_Loss: 0.7644
Ep:  261 | Ep_r:  1.0 | Steps:  37 | Total Steps:  8215 | Ep_Loss: 2.5297
Ep:  262 | Ep_r:  1.0 | Steps:  9 | Total Steps:  8225 | Ep_Loss: 0.6568
Ep:  263 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8236 | Ep_Loss: 0.7437
Ep:  264 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8247 | Ep_Loss: 0.6795
Ep:  265 | Ep_r:  1.0 | Steps:  13 | Total Steps:  8261 | Ep_Loss: 0.8792
Ep:  266 | Ep_r:  1.0 | Steps:  9 | Total Steps:  8271 | Ep_Loss: 0.5576
Ep:  267 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8290 | Ep_Loss: 1.1656
Ep:  268 | Ep_r:  1.0 | Steps:  27 | Total Steps:  8318 | Ep_Loss: 1.8901
Ep:  269 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8329 | Ep_Loss: 0.7399
Ep:  270 | Ep_r:  1.0 | Steps:  36 | Total Steps:  8366 | Ep_Loss: 2.3222
Ep:  271 | Ep_r:  1.0 | Steps:  25 | Total Steps:  8392 | Ep_Loss: 1.6839
Ep:  272 | Ep_r:  1.0 | Steps:  38 | Total Steps:  8431 | Ep_Loss: 2.6513
Ep:  273 | Ep_r:  0.0 | Steps:  5 | Total Steps:  8437 | Ep_Loss: 0.3374
Ep:  274 | Ep_r:  0.0 | Steps:  14 | Total Steps:  8452 | Ep_Loss: 0.9981
Ep:  275 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8471 | Ep_Loss: 1.2313
Ep:  276 | Ep_r:  1.0 | Steps:  20 | Total Steps:  8492 | Ep_Loss: 1.3699
Ep:  277 | Ep_r:  1.0 | Steps:  20 | Total Steps:  8513 | Ep_Loss: 1.3771
Ep:  278 | Ep_r:  1.0 | Steps:  9 | Total Steps:  8523 | Ep_Loss: 0.6088
Ep:  279 | Ep_r:  1.0 | Steps:  19 | Total Steps:  8543 | Ep_Loss: 1.2782
Ep:  280 | Ep_r:  1.0 | Steps:  19 | Total Steps:  8563 | Ep_Loss: 1.3189
Ep:  281 | Ep_r:  1.0 | Steps:  21 | Total Steps:  8585 | Ep_Loss: 1.3813
Ep:  282 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8596 | Ep_Loss: 0.8035
Ep:  283 | Ep_r:  1.0 | Steps:  11 | Total Steps:  8608 | Ep_Loss: 0.7836
Traceback (most recent call last):
  File "humanRL_gym_ple/dqn_ple.py", line 326, in <module>
    rollout(env, model, env_name)
  File "humanRL_gym_ple/dqn_ple.py", line 283, in rollout
    a, eps= model.choose_action(s)
  File "humanRL_gym_ple/dqn_ple.py", line 185, in choose_action
    if greedy or np.random.uniform() > epsilon:   # greedy
KeyboardInterrupt
